SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,Remarks
1434,2017-01-13,Roambee,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Equity,3000000,
1487,2017-01-14,SecururAX,Technology,Cloud-based solutions provider,Bangalore,"Axilor Ventures, Parampara Early Stage Opportunities Fund & Others",Private Equity,6000000,
1778,2017-01-14,Unacademy,Consumer Internet,Online learning platform,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,3000000,
725,2017-01-16,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Seed Funding,12500000,
923,2017-01-16,Leadburg,Consumer Internet,Personality Development Mobile App,Bangalore,"Harsh V. Pant, Ratheesh Raveendran",Seed Funding,325000,
1187,2017-01-16,Oi Media,Technology,SAAS Based Media Marketing platform,New Delhi,Quarizon,Seed Funding,1000000,
2014,2017-01-16,ZoloStays,Consumer Internet,Branded PG Accomodation booking platform,Bangalore,"Nexus Venture Partners, Innoven Capital",Private Equity,500000,
377,2017-01-17,Curiositi,Consumer Internet,Online Learning Platform,Bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,150000,
486,2017-01-17,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bangalore,"Ajith Nair, Anish K",Seed Funding,600000,
739,2017-01-17,Hoopy,Consumer Internet,Online Car Service Platform,Others,undisclosed investors,Seed Funding,60000000,
887,2017-01-17,Ketchupp,Consumer Internet,Food Discovery Platform,New Delhi,India Quotient and others,Seed Funding,325000,
1318,2017-01-17,Practo,Consumer Internet,Online Healthcare platform,Bangalore,"Tencent,?ò ru-Net, RSI Fund, Thrive Capital",Private Equity,600000,
1704,2017-01-17,TinyStep,Consumer Internet,Parenting Info & Social Network,Bangalore,Flipkart,Private Equity,15000000,
412,2017-01-18,Direct Create,E-Commerce,B2B Marketplace for Handicrafts,Gurgaon,Rajasthan Venture Capital Fund,Seed Funding,6000000,
907,2017-01-18,Kratikal,Technology,Cyber Security Solution provider,New Delhi,"Amajit Gupta, Praveen Dubey, J.P. Bhatt",Seed Funding,16600,
1374,2017-01-18,Qwikspec,Technology,Cloud-based construction,Bangalore,Undisclosed Investors,Seed Funding,15000000,
1812,2017-01-18,Vahdam Teas,E-Commerce,Online Tea etailer,New Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Funding,16600,
532,2017-01-19,Fitnapp,Consumer Internet,Fitness Mobile App,Noida,SD Group,Private Equity,1000000,
1132,2017-01-19,Native Special,E-Commerce,Indian Sweets & Snacks etailer,Others,"Indian Angel Network, Native Angels Network",Seed Funding,2800000,
1315,2017-01-19,PParke,Consumer Internet,Parking Solutions mobile app,Bangalore,SB Ventures,Seed Funding,250000,
1881,2017-01-19,Weddingz.in,Consumer Internet,Wedding Venues & Vendors Marketplace,Mumbai,Singularity Ventures,Private Equity,6000000,
321,2017-01-20,Connaizen,Technology,Data Analytics platform,New Delhi,Umang Moondra,Seed Funding,300000,
477,2017-01-20,Ethosh,Technology,Visual and Interactive communications Solutions,Pune,Deepak Nathani,Seed Funding,1750000,
1768,2017-01-20,Tyre Express,Technology,IoT platform for Tyre Performance management & tracking,Mumbai,IvyCamp Ventures,Seed Funding,2800000,
1929,2017-01-20,Wydr,E-Commerce,Performance based Wholesale Marketplace,Gurgaon,"Bessemer Venture Partners, Stellaris Venture Partners, Jungle Venture Partners, Axis Capital",Private Equity,1000000,
1058,2017-01-22,MessaGif,Consumer Internet,social messaging platform,New Delhi,Undisclosed investor,Seed Funding,22500000,
284,2017-01-23,ChipperSage,Technology,Online learning platform,Bangalore,India Educational Investment Fund,Seed Funding,600000,
355,2017-01-23,CRON Systems,Technology,Border Intrusion Alert Solutions,New Delhi,YourNest Fund II,Seed Funding,325000,
365,2017-01-23,CueMath,Education,Maths Learning program,New Delhi,"CapitalG, Sequoia India",Private Equity,15000000,
1556,2017-01-23,SmartHi,Technology,Audit automation Solutions,Pune,Singapore based investor,Seed Funding,2800000,
143,2017-01-24,BetaOut,Technology,customer intelligence and marketing automation platform,Noida,East Ventures & Others,Private Equity,3000000,
890,2017-01-24,Khel Now,Consumer Internet,Mobile-based Social Platform for Sports,Bangalore,Indochine International,Private Equity,470000,
949,2017-01-24,Lets Transport,Consumer Internet,Online transport vehicle booking platform,Bangalore,"GMO Japan, Neelesh Bhatnagar",Private Equity,500000,
1173,2017-01-24,NowFloats,Consumer Internet,Platform to take businesses online,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,16600,
1491,2017-01-24,SelectJobs,Consumer Internet,Online Job portal,Mumbai,India Educational Investment Fund,Seed Funding,700000,
806,2017-01-25,Infibeam,E-Commerce,E-Commerce Marketplace,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,3000000,
832,2017-01-25,InstaSafe,Technology,Security-as-a-Service solution provider,Bangalore,ABM Knowledgeware,Private Equity,600000,
997,2017-01-25,LoyaltyPrime,Technology,Loyalty program management solutions,New Delhi,"Senovo, Unternehmertum Venture Capital, Alexander Bruehl",Private Equity,700000,
1430,2017-01-25,RML Agtech,Technology,Agri Decision Support Solution for farmers,Pune,IvyCap Ventures,Private Equity,4000000,
1901,2017-01-25,Wishberry,Finance,Crowdfunding Platform,Mumbai,"Sharad Sharma, Rajan Anandan,?ò Amit Ranjan, Alok Mittal & others",Seed Funding,150000,
16,2017-01-26,99PerHour,Consumer Internet,Hyper-local Handyman Service provider,Chennai,V Aanand R,Seed Funding,250000,
53,2017-01-26,AirMed Labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,Brand Capital,Private Equity,16600,
900,2017-01-26,Kochi Post,Consumer Internet,English Online News portal,Others,"Rajesh Yohannan, Puthen & Cole",Seed Funding,700000,
306,2017-01-30,Cloudrino,Technology,Cloud based Virtual Servers,New Delhi,The Ten Minute Million,Seed Funding,3000000,
494,2017-01-30,FabX,E-Commerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,Seed Funding,60000000,
840,2017-01-30,Intuit Things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed Funding,250000,
1021,2017-01-30,Maptags,Consumer Internet,Smart Online address tags,Bangalore,The Ten Minute Million,Seed Funding,825000,
1942,2017-01-30,YOLO Health,Consumer Internet,Online Healthcare platform,Mumbai,Chandigarh Angels Network (CAN),Seed Funding,500000,
697,2017-01-31,Heads Up For Tails,E-Commerce,Pet Products eTailer,New Delhi,Undisclosed Investors,Private Equity,600000,
1399,2017-01-31,Register My Marriage,Consumer Internet,Online Marriage Registration services,New Delhi,Mumbai Angels,Seed Funding,1750000,
15,2017-02-01,99Games,Technology,Mobile Game Developer Studio,Others,Dream Incubator,Seed Funding,3000000,
1660,2017-02-01,TaxSutra,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding,6000000,
301,2017-02-02,Clodura,Technology,Intelligent Sales Assistant,Pune,Undisclosed Investors,Seed Funding,3000000,
273,2017-02-03,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,50000000,
346,2017-02-03,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,700000,
883,2017-02-03,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,1000000,
909,2017-02-03,Kreate Konnect,Technology,End-to-End Seller e-commerce solutions Provider,Others,Langoor,Seed Funding,1000000,
1393,2017-02-03,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,300000,
11,2017-02-05,4tigo,Logistics,Truck Network company,Bangalore,"Accel Partners, Nandan Nilekani,",Private Equity,600000,
822,2017-02-05,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed Funding,8200000,
1561,2017-02-05,SMECorner,Consumer Internet,Online Platform for small business loans,Mumbai,Dutch government fund,Private Equity,325000,
2006,2017-02-05,ZippServe,Consumer Internet,Real estate risk assessment platform,Bangalore,undisclosed investors,Seed Funding,330000,
1416,2017-02-06,RentOnGo,E-Commerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bangalore,TVS Motor Company,Private Equity,50000000,
299,2017-02-08,Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,60000000,
476,2017-02-08,Ethinos,Technology,Digital Marketing Agency,Mumbai,Triton Investment Advisors,Private Equity,15000000,
953,2017-02-08,Leverage Edu,Consumer Internet,Online platform for Higher Education Services,New Delhi,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed Funding,500000,
1986,2017-02-08,Zepo,Consumer Internet,DIY E-Commerce platform,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,250000,
144,2017-02-13,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,60000000,
554,2017-02-13,Flutura,Technology,Decision Sciences Analytics Solutions,Bangalore,"Vertex Ventures, Lumis Partners",Private Equity,300000,
593,2017-02-13,Fyle,Technology,Expense Management Solution,Bangalore,Pravega Ventures,Seed Funding,470000,
1176,2017-02-13,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Seed Funding,250000,
1539,2017-02-13,Sigtuple,Technology,Medical Automation platform,Bangalore,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,100000,
1870,2017-02-13,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Equity,100000000,
270,2017-02-14,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,15000000,
322,2017-02-14,Connaizen,Technology,Data Analytics platform,New Delhi,Vikram Sud,Seed Funding,6000000,
626,2017-02-14,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Funding,1200000,
56,2017-02-15,AirZaar,Technology,Drone operations management platform,Bangalore,Quake Capital,Seed Funding,21500000,
819,2017-02-15,Innov8,Consumer Internet,Co-Working Space Platform,New Delhi,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Seed Funding,3000000,
1990,2017-02-15,ZestMoney,Consumer Internet,Online Consumer Lending platform,Bangalore,"PayU, Ribbit Capital, Omidyar Network",Private Equity,500000,
1755,2017-02-16,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Equity,300000,
1948,2017-02-16,YourStory,Consumer Internet,Online Media,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,300000,
59,2017-02-17,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,"Konglo Ventures, White Unicorn Ventures, LetsVenture",Seed Funding,100000,
776,2017-02-17,Imaginate,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed Funding,500000,
944,2017-02-17,Leopetra,E-Commerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed Funding,16600,
1677,2017-02-17,The Ken,Consumer Internet,Online Media Platform,Bangalore,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed Funding,6000000,
1721,2017-02-17,TownScript,Consumer Internet,DIY event registration and ticketing portal,Pune,BookMyShow,Private Equity,3000000,
1794,2017-02-17,Urban Ladder,E-Commerce,Online Furniture Store,Bangalore,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,100000000,
178,2017-02-18,Blood n Care,Consumer Internet,First Aid care app,Gurgaon,Facebook FBStart,Seed Funding,250000,
549,2017-02-20,Flipkart.com,E-Commerce,E-Commerce Marketplace,Bangalore,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,16600,
1752,2017-02-21,True Balance,Consumer Internet,Mobile balance Checking App,Gurgaon,"Softbank Ventures Korea, IMM Investment",Private Equity,150000,
1819,2017-02-22,Vebbler,Consumer Internet,Photo Sharing for Groups,Bangalore,Facebook FBStart,Seed Funding,250000,
612,2017-02-23,Get My Parking,Consumer Internet,Smart Parking Platform,New Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,2800000,
948,2017-02-23,Lets Reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Seed Funding,16600,
1185,2017-02-24,Oglas,Consumer Internet,Mobile Advertising App,Noida,"Pankaj Rungta, Yogesh Agarwal",Seed Funding,325000,
165,2017-02-27,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed Funding,375000,
863,2017-02-27,Johari Shop,E-Commerce,Online Jewellery etailer,Bangalore,Undisclosed Investors,Seed Funding,3000000,
1602,2017-02-27,Staydobe,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,Ishan Manaktala,Seed Funding,250000,
175,2017-02-28,BlackBuck,Logistics,Online Freight Services Aggregator,Bangalore,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,3000000,
1140,2017-02-28,NeoStencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",Private Equity,16600,
629,2017-03-01,GoFynd,E-Commerce,Fashion E-Commerce portal,Mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Seed Funding,12500000,
1666,2017-03-01,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,Others,K2 Capital,Seed Funding,15000000,
1855,2017-03-01,Vow Car Clinic,Consumer Internet,Online-App Based Car cleaning service provider,Gurgaon,Vishal Malik,Seed Funding,16600,
1613,2017-03-02,Stockroom.io,Consumer Internet,Curated Platform for Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Seed Funding,1200000,
460,2017-03-03,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Seed Funding,250000,
947,2017-03-03,Lets Endorse,Consumer Internet,Online Ecosystem of social innovators,Bangalore,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Seed Funding,600000,
1131,2017-03-03,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,500000,
1186,2017-03-03,Oho Shop,Technology,E-Commerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,260000,
1248,2017-03-03,Paytm,E-Commerce,E-Commerce,Bangalore,Alibaba,Private Equity,825000,
1766,2017-03-03,Tydy,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,300000,
471,2017-03-04,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,250000,
701,2017-03-04,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,3000000,
1553,2017-03-04,SmartCoin,Consumer Internet,Micro Lending platform,Bangalore,Unicorn India Ventures & Others,Private Equity,100000000,
1670,2017-03-04,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity,600000,
1769,2017-03-04,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed Funding,12500000,
1194,2017-03-05,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,"Falcon Edge Capital,?ò Capital Advisers",Private Equity,1200000,
1628,2017-03-05,Sumeru,Technology,Software & Mobile development services,Bangalore,undisclosed investors,Seed Funding,300000,
445,2017-03-07,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Infuse Ventures, JLL",Private Equity,3000000,
1112,2017-03-14,MyDermacy,Consumer Internet,Online Dermatology consultation platform,New Delhi,Cyber Carrier,Private Equity,3000000,
570,2017-03-15,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed Funding,22500000,
918,2017-03-15,LatestOne,E-Commerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,825000,
537,2017-03-16,Fitso,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,250000,
1097,2017-03-16,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,500000,
1306,2017-03-16,POPxo.com,Consumer Internet,Digital Media publication for women,New Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,825000,
1512,2017-03-16,ShilpMIS,Technology,Virtual Reality platform,Others,"Puneet Gupta, Nimitt Desai & Others",Seed Funding,300000,
502,2017-03-17,FarMart,Technology,Farming rental equipment provider,Gurgaon,Indian Angel Network,Seed Funding,1750000,
54,2017-03-21,Airpay,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,250000,
550,2017-03-21,Flipkart.com,E-Commerce,E-Commerce Marketplace,Bangalore,"Microsoft, eBay, Tencent Holdings",Private Equity,1750000,
1116,2017-03-21,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,Lü??Occitane,Private Equity,600000,
692,2017-03-22,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju,",Seed Funding,3000000,
1679,2017-03-22,The Mons Co.,E-Commerce,Pregnancy & Baby Care etailer,New Delhi,"Shripad Nadkarni, Nandu Nandkishore",Seed Funding,500000,
855,2017-03-23,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,150000,
1023,2017-03-23,Markets and Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,3000000,
123,2017-03-24,BabyonBoard,Consumer Internet,Parenting Mobile App,Bangalore,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Seed Funding,3000000,
169,2017-03-24,Bizom,Technology,supply chain automation platform,Bangalore,Ojas Ventures,Seed Funding,150000,
398,2017-03-24,Delhivery,Logistics,Tech enabled Fulfilment & Logistics Solutions,New Delhi,"Carlyle Group, Tiger Global",Private Equity,260000,
1582,2017-03-27,Sport Flashes,Consumer Internet,Sports Based Online Media portal,New Delhi,"Vikas Bajaj, Amit Kharbanda,",Seed Funding,600000,
419,2017-03-28,DoneThing,Consumer Internet,On-demand Personal Assistant service,Gurgaon,Brand Capital,Private Equity,1000000,
594,2017-03-28,Fynd,E-Commerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Equity,250000,
1897,2017-03-28,Wigzo,Technology,Enterprise Automation suite,New Delhi,3one4 capital,Private Equity,500000,
230,2017-03-29,Byjuü??s,Education,Online Education Platform,Bangalore,Verlinvest,Private Equity,60000000,
853,2017-03-29,Ithaka,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Funding,825000,
957,2017-03-29,Licious,E-Commerce,Online Meat Ordering platform,Bangalore,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Equity,1000000,
1042,2017-03-29,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bangalore,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed Funding,5000000,
1262,2017-03-29,perpule,E-Commerce,Self-Checkout E-Commerce App,Bangalore,KStart Capital,Seed Funding,3000000,
1968,2017-03-29,Zapyle,E-Commerce,Luxury Fashion Marketplace,Bangalore,Undisclosed Investors,Seed Funding,150000,
458,2017-03-30,Emflux Motors,Technology,Electric Motorcycle manufacturer,Bangalore,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",Seed Funding,6000000,
800,2017-03-30,Indus OS,Technology,Mobile OS creator,Mumbai,"JSW Ventures, VenturEast",Private Equity,16600,
895,2017-03-30,Klinic App,Consumer Internet,Pathology & Diagnostic Tests Portal,Gurgaon,Om Chaudhry,Seed Funding,500000,
158,2017-03-31,BigBasket,E-Commerce,Online Grocery Shop,Bangalore,Trifecta Capital,Private Equity,150000,
500,2017-03-31,FalconBrick,Technology,Real-Estate Workflow mobile app,Bangalore,"Satveer Thakral, LetsVenture, Mumbai Angels",Seed Funding,150000,
758,2017-03-31,Icertis,Technology,ERP solutions provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,?ò Eight Roads Ventures",Private Equity,3000000,
858,2017-03-31,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Funding,600000,
1213,2017-03-31,Oriano Solar,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity,16600,
1445,2017-03-31,Rooter,Consumer Internet,Sports engagement platform,New Delhi,Intex Technologies,Private Equity,6000000,
928,2017-04-01,LearnTron,Technology,Blended Learning Delivery App for Schools & Corporates,Chennai,Kae Capital,Seed Funding,8200000,
771,2017-04-03,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,100000,
457,2017-04-04,ElastiRun,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,7000000,
901,2017-04-04,Konsult App,Consumer Internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,500000,
1260,2017-04-04,Perfios,Technology,Fin-Tech Solutions,Bangalore,Bessemer Venture Partners,Private Equity,3000000,
1757,2017-04-04,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,50000000,
1871,2017-04-04,WayCool,FMCG,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,22500000,
1888,2017-04-04,Whatfix,Technology,Interactive Tech-Support Guides,Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,700000,
705,2017-04-05,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private Equity,16600,
429,2017-04-07,Droom,E-Commerce,Online marketplace for automobiles,Gurgaon,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,500000,
1456,2017-04-13,SafetyKart,E-Commerce,Safety & Hygiene Products etailer,Gurgaon,Redcliffe Capital,Private Equity,700000,
1876,2017-04-13,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private Equity,600000,
1195,2017-04-14,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,SIMI Pacific Pte,Private Equity,150000,
1121,2017-04-15,Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,700000,
132,2017-04-17,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,470000,
343,2017-04-17,CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,8200000,
936,2017-04-17,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,Anicut Capital,Private Equity,3000000,
1134,2017-04-17,Navia Life Care,Technology,Health Technology platform,New Delhi,Benori Ventures LLP,Seed Funding,250000,
1385,2017-04-17,Raw Pressery,FMCG,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed Funding,300000,
1548,2017-04-17,Simulanis,Consumer Internet,eLearning & Skills Development plat,New Delhi,Village Capital,Seed Funding,500000,
1565,2017-04-17,Snackible,FMCG,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,175000,
26,2017-04-18,Absentia VR,Technology,Virtual Reality Headset creator,Bangalore,Exfinity Venture Partners,Private Equity,6000000,
813,2017-04-18,Innefu Security Consulting,Technology,Cyber Security solutions using AI,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,600000,
1892,2017-04-18,Whodat,Technology,Markerless AR platform,Bangalore,Ideaspring Capital,Private Equity,8200000,
846,2017-04-19,IOTrek,Technology,IoT Platform for Bus,New Delhi,Undisclosed Investor,Seed Funding,825000,
732,2017-04-20,HolaChef,Consumer Internet,Consumer Internet,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,150000,
1914,2017-04-20,Wooplr.com,E-Commerce,Fashion Discovery App,Bangalore,Ankit Nagori,Private Equity,1000000,
1833,2017-04-21,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,5000000,
487,2017-04-24,Faasos,FMCG,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,150000,
1159,2017-04-24,Niramai,Healthcare,Breast Cancer Screening Solutions,Bangalore,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,21500000,
1226,2017-04-24,Oyo Rooms,Consumer Internet,Online Branded Budget Room Booking Service,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,500000,
1714,2017-04-24,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,1200000,
1681,2017-04-25,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,250000,
1801,2017-04-25,UrbanClap,Consumer Internet,Hyperlocal On-Demand Household Services platform,Gurgaon,Trifecta Capital,Private Equity,150000,
112,2017-04-26,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,470000,
558,2017-04-26,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,285000,
747,2017-04-26,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,1750000,
1122,2017-04-26,Myra,Consumer Internet,Online Pharmacy,Bangalore,"Times Internet,Matrix Partners",Private Equity,16600,
1596,2017-04-26,Stalk Buy Love,E-Commerce,Fashion Apparel eTailer,New Delhi,Trifecta Capital,Private Equity,250000,
2000,2017-04-26,ZipGo,Consumer Internet,Bus Pooling services platform,Bangalore,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,3000000,
104,2017-04-27,Autobix,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed Funding,150000,
474,2017-04-27,eShiksha,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed Funding,3000000,
